text,likes,retweets,sad,depression
"this was supposed to be funny but i felt sad for youngseo. all throughout the ep, sunghoon could have told her about the blind date, but he didn’t.

now, what if she walked out from his life forever 🧍🏻‍♀️

#BusinessProposalEp9 #BusinessProposal 

https://t.co/kX9EckBapQ",50,5,0,0
"@felixxxxnavidad omg?!?? 🤣🤣she got the vibes indeed (i feel sad for her character tho, she's misunderstood by the people precious to her)",1,0,0,0
"At this point, I’m so concerned about Liam! The whole situation makes me so sad",0,0,0,0
@hobipatotie Sad thing ever in my life,0,0,0,0
"@SportsFanCoach1 I'm glad we are actually having baseball, but I'm still sad about the guys we lost. I'll still watch but I can't say I'm really excited about much.",6,0,0,0
@SarahPinder2 I know. I was really sad when I got my family’s passports renewed recently too. ☹️☹️☹️,2,0,0,0
Republicans are mad bc Putin is sad.,8,2,0,0
@QBCoach22 Sad but true. The stuff I hear from my athletes when lifting at school.,1,0,0,0
"@Mr_JoeWhite Another one of the worst elements of a pathetic, sad culture... ""Anybody who criticizes the violence we commit is racist!!!"". 😂😂😂 Just say you have a low IQ and keep it moving, Tyrone.",0,0,0,0
@_New_Romantic Yes! That's what I should go for! I am too sad writing so much angst :(,1,0,0,0
"Oh, Monday --- here we are again. Okay, y'all 😝❗On a scale of 1-10, how stressed are you today?👇👇

#stress #anxiety #mentalhealth #depression #stressrelief #health #wellness #selfcare #love #mindfulness #stressmanagement #meditation #motivation #mentalhealthawareness # https://t.co/o2z50XHDkW",0,1,0,1
"Oh, she's taken down the rest of her art from db. Sad.",0,0,0,0
@TheVarrio @JustNinaHope Yeah i'm still kinda sad about it esp when i tought he was a friend🥲,6,0,0,0
"Broke my streak today. So many wrong choices. Sad.
Wordle 282 X/6*

⬜⬜⬜⬜⬜
⬜🟩🟩⬜🟩
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩",1,0,0,0
"Most of the women these days suffer from PCOS (Polycystic Ovarian Syndrome)- creates huge imbalance &amp; weight fluctuation, anxiety, depression, infertility. 
This is one of many things most women experience. So live yr life &amp; let women live too, while they’re managing other things",29,4,0,1
"I really do hope guys start taking that BC pill bc they’re the ones causing all the problems to begin with. Let’s fix the problem at the source 🤗 now u deal w the depression, anxiety, weight gain, etc. too bad u can’t get periods",0,0,0,1
It’s sad that more people don’t know this. https://t.co/1DAt32PyeL,2,0,0,0
😢😢 Sad asf bae https://t.co/DG6uJ2lDAC,2,0,0,0
@KierninRhys @douglass_meghan My grandmother died of cancer very near my 16th bd. I remember my mom apologizing that my 16th was such a sad time.,0,0,0,0
"@johnpavlovitz So sad! Chris Rock is a comedian, it’s in his nature to make jokes when on a stage. Was his comment offensive? Apparently not at first cuz Will laughed. When did it morph into an insult🤷‍♀️. Will Smith was wrong to slap Chris on national t.v. on a show awarding outstanding acting.",0,0,0,0
@sad_istfried Reverse the footage in editing,0,0,0,0
@ZGerTawi @PUBG_Support I think without cheaters this game would be dead is a sad truth honestly explains why they can't fix it and always concentrate on pointless content.,0,0,0,0
@heyyDREW_ Crazy and sad AF,0,0,0,0
@tedcruz Lol.. you really are sad https://t.co/25pGLS3WUY,0,0,0,0
"@logicaldebate @NickHudsonCT @pierredevos They really should explain the “millions” who died … NOT from the virus, but from withholding early treatment, preventing other meds from being used in order to create the EUA, enforcing lockdowns and masks, depression from resultant losing income, etc",0,0,0,1
hello oppa siwon407 I hope you're ok I really care and it breaks my heart to see you sad please forget about all the bad things :^) love u,0,0,0,0
"I’m sad that the Will Smith and Chris Rock thing happened but I’m happy it has the alopecia conversation happening. Me and others suffer from this, yet ppl had no clue what it is. It’s an autoimmune condition with no cure and that’s the hardest part of accepting the condition.",2,0,0,0
Should You Date If You Have Depression? | https://t.co/AVvmo5bBPp https://t.co/5hfPAhxJUL,0,0,0,1
i dont know what to feel anymore i'm really just so fucking sad and i feel so alone,1,0,0,0
Sad part is many people look up to celebrities and entertainers for peace of mind. We along with the media create a narrative in which celebrities and entertainers can’t really live up to. Many times we can’t live up those standards.,35,2,0,0
@benchbakeries Very sad,0,0,0,0
@Dhodgem I am so sad for your loss,0,0,0,0
@santu_cipriani @876_is_real @BellagioDuPont No point trying to argue with logic with people that resort to using race. They live in a world where logic doesn't exist and only their point of view is correct. It's pretty sad,1,0,0,0
@Sultxnnnnn Makes Me Question his Whole philosophy... 💯 So Sad!,0,0,0,0
@ImHellaPetty2 @Vicky38127060 And I’m going to watch it because there are so many layers to this as well as there being no clear winners here!  I feel sad for all parties involved and pray that Jada gets a public apology and that they all get any support they may need.,0,0,0,0
closing na sad,0,0,0,0
@bennyjohnson BAM!! And those clowns won't even see the sad irony!,0,0,0,0
Remember after Phil Hartman's wife killed him and Hollywood was sad and wished they had been able to save him? Will Smith could be your second chance.,14,2,0,0
"I’m sad that bc of the slapping malarkey, this gahm of a sound bite won’t get the recognition deserves https://t.co/n8DZKQXyUt",0,0,0,0
"@ImRhinne The amount of score shields is just sad 

And buddy barrier on decidueye. Lol.",0,0,0,0
i be like a sad puppy for the rest of the day😂,0,0,0,0
@fiforce07 I struggle with depression too. We are all here for you,1,0,0,1
sad beautiful tragic on a bmtc bus just hits different,3,0,0,0
some of these kids so fkin bad bro.. like it’s sad,0,0,0,0
"The fact that all of y'all are falling for this Will Smith slap is sad.

They've got your minds all under their control.

At what point do you start to realize that it's all scripted?

ALL of it.

It's about capturing your attention to prevent you from focusing on your own life. https://t.co/R3LJMVdkFX",4,0,0,0
"@UnusAnnus666 @marker_plierss Sure:&gt;
I'm not gonna be sad about you having to continue your day lmao
Maybe a lil bit-",1,0,0,0
It’s raining today): wish I had someone to cuddle and give good dick too😓 #nsfwtwt #sad,0,0,0,0
@catfishyak No one would defend you 🤷🏾 but Jada suffers from alopecia and depression,0,0,0,1
"@Taurian_B Sad for you, glorious for me. Both can exist 🤜🏾🤛🏾",0,0,0,0
it goes from sad to funny so quick the fckin whiplash 😭😭😭,1,0,0,0
@Lauretz3 @Thin_As_Lizzy His bio says he is 42 and still living at home. Sounds more like he's still not yet started his way in life. A bit sad.,1,0,0,0
"#WillSmith didn’t do Justice to Black Men last night. 

He is at the level of #JussieSmollett. 

Sad. 

#Oscars #JVATALARO https://t.co/65RZTZS352",1,1,0,0
"We are deeply sad to announce that Graeme Todd has passed away. An energetic, individual and passionate artist he was a pleasure to have in the print studio and he will be sorely missed. Our thoughts are with his family.

Image: Ocean Blue, screenprint, 2005. https://t.co/ecRzmVHTDZ",5,0,0,0
@DanOnBoard11 @WSJopinion Sad but true: the president should avoid being the president.,0,0,0,0
@RonFilipkowski Sad irrelevant aging action hero,0,0,0,0
🌻 you are courageous and allowed to be sad.,0,0,0,0
Caroline is playing with the viper daddy. She shouts about a sad thing.,0,0,0,0
@CIappyn @RileyKizu It's cursed and sad af but if you are horny enough you will probly find it decent,0,0,0,0
@Phyoko276234972 So. Sad,0,0,0,0
"#Exercise is amazing for your muscles. Did you know it can improve focus, creativity &amp; even treat #anxiety or #depression? In Ep. 111, Dr. @jenniferheisz of @NeuroFitLab shares her research about how moving the body can heal the mind. Listen now: https://t.co/yu6LMJRaQY https://t.co/eRapoPQhcx",3,1,0,1
@jocarrisky @bluntJaat_ From nervous laugh to confident aggressive violation of another persons basic rights. Still two contrasting mental states. Will Smith just unleashed 6 years of depression on Chris Rock. Will needs help,0,0,0,1
"if you ever feel sad dont 😍🎵
-romi",0,0,0,0
"""That’s an embarrassment for us, but it is the situation we have got. It would be particularly sad if that was the game where Harry broke the record” https://t.co/pcnn3Q8oKL",1,0,0,0
@ksorbs Sad little Sorbo https://t.co/imhkhlUofo,0,0,0,0
"Yes, it is human nature to feel sad or angry upon the situation's call, but such circumstances don't really tell us to dwell on them forever. It is about finding the brighter side of even the worst things in life and looking forward to it with a smile.",3,0,0,0
@lapatina_ I can’t imagine your pain. You must be exhausted. Sad. Emotionally drained. You matter: Your work matters. Your family and friends matter. Your country matters. We love you! 🕊🇺🇦🕊,0,0,0,0
"The ghost of Mandela, hope my flows they propel it
Let these words be your earth and moon
You consume every message

As I lead this army make room for mistakes and depression
And with that being said my n****, let me ask this question:

When shit hit the fan, is you still a fan? https://t.co/JmsiQkc041",4,0,0,1
@machofye @JojoEje Just drugs and depression please,0,0,0,1
This is an incredibly sad state of the National media in this country but really not surprising given the last 6 years https://t.co/ZZ0jUrxUDD,1,0,0,0
"@CharlesMichel @sciencespo EU's modern days slavery is loading faster than expected, to the extent the continent is told to get its gas across Atlantic. Ukraine is the battle ground for the US and Russia and both Ukraine and the EU suffer as a result which is the sad reality.",0,0,0,0
Another part that made the whole #WillSmith slap #ChrisRock sad…no one will remember who one or what was presented only the slap… https://t.co/qaAgAGhizK,0,0,0,0
@MrPete05316975 @Youvegot2B @CNBC Says the low volume pro-Russia account. You guys are just phoning it in these days. Sad.,0,0,0,0
@SMWillox My grandfather was a share cropper during the Depression. Worked hard enough to get someone with money to sponsor him getting a loan to buy a farm. Started raising chickens at the beginning of the Perdue era. Didn't owe anyone a dime when he died. Not the way it is today.,1,0,0,1
"@CFCPys @TheAthleticUK damn all were good players we missed out on...sad Alexis Sanchez, Alex Sandro, Aubameyang, Jules Kounde....she did alot of good but alot of  bad too",1,0,0,0
"@Rachii_Chan I KNOW, it always makes me so sad that the CN lines aren't leaked early!! they're saving zhaolu 老师 for last 🤧",1,0,0,0
"@AprilDRyan Sad to see where this country is heading, where bad behavior with no consequences. We reward behavior from the political to the entertainment industry. Sad moments in our society.",4,1,0,0
"@mubix @shmoocon Man, thank you so much for this, I was sad that you were given so little time to go over this fantastic content.",0,0,0,0
"Look at that snow outside! This week’s #MondayHelper, Spencer, has a mild case of seasonal depression. How about you? Are you ready for someplace warm and sunny? We have the cure! 407.858.9668 amadson@dreamvacations.com #WeCruiseToo #ResortsRockToo https://t.co/c2HixaYv0n",1,1,0,1
@keyzelaaa Sad girl,0,1,0,0
@AtticusCozi @Leetalkthat I guess as low as slapping someone live on television for the world to watch and people trying to make it a romantic/Alfa move. But I understand what you saw. It’s just sad it had to be seen,1,1,0,0
"@KawaiiFoxita One person supporting her said: 

“I met some mondern 20 to 35 yr ladies and they told me they were not breeders. So sad. Wait till their 75 and alone .”

…breeders. 😐",0,0,0,0
"It’s our top priority to keep our students happy and healthy. To meet their needs, we're administering a Brief Screening for Adolescent Depression to our juniors on April 11th. If you don't want your teen to take part, fill out and sign the opt-out form. https://t.co/AmRmr04eU3 https://t.co/uTrkmd6jSp",3,0,0,1
